FNAME,LNAME,GENDER,TELNO,BIRTHDATE,IDNUMBER,CITY,TOWN
JALE,UYSAL,F,5442504491,2015-04-12,79040987033,SAMSUN,CANIK
MUKTEDİR,NAR,M,5554257598,1958-03-01,83706049434,AGRI,DIYADIN
BAĞDAGÜL,EROĞLU,F,5559528619,2022-04-28,84518301767,KARAMAN,SARIVELILER
NECCAR,SALTÜRK,M,5404682677,1944-05-13,67554942929,ARTVIN,ARDANUÇ
ZÜMRÜT,KAZANCI,F,5364222924,1990-03-31,54197324023,USAK,MERKEZ
VALA,KILIÇ,M,5358472613,1941-04-06,71534288612,BATMAN,BESIRI
MAZHAR,GÖKALP,M,5492271579,1974-09-03,17842912608,ISTANBUL,BÜYÜKÇEKMECE
GÖKBEN,ATAY,F,5554394106,1953-06-05,71754139032,KASTAMONU,SENPAZAR
NECMİ,SEVÜK,M,5454306732,2013-04-25,68620695479,KAYSERI,GÖLBASI
PERİHAN,BAYSAL,F,5415951938,2000-02-13,61962294222,YOZGAT,ÇAYIRALAN
ELİF,ONUK,F,5367587782,1993-01-10,87132355890,SAKARYA,PAMUKOVA
TACİ,SÖZEN,M,5366019144,2007-04-27,38451987202,BINGÖL,GENÇ
CİHAD,KÖROĞLU,M,5453785087,2001-03-11,88822447219,AFYONKARAHISAR,EVCILER
VAKIF,IŞIKLI,M,5336854495,1944-11-01,74013401717,ÇANKIRI,ILGAZ
MURAT,KOÇARSLAN,M,5480370507,1966-01-31,47338977496,BINGÖL,YEDISU
NECLA,BUĞRUL,F,5507386756,2006-07-12,20930845551,ESKISEHIR,GÜNYÜZÜ
HAMDULLAH,EKİZ,M,5487950992,1988-03-02,86481483762,ISPARTA,ATABEY
MELEK,ATAY,F,5542533349,1957-05-10,82658782799,BAYBURT,DEMIRÖZÜ
ARDA,SAYIN,M,5386452312,1942-03-17,63384835188,ELAZIG,SIVRICE
MÜJDAT,AKIN,M,5300442196,1934-05-21,43332980437,SANLIURFA,CEYLANPINAR
ECEHAN,OLMAZ,M,5552146389,1994-03-25,76614727709,TUNCELI,NAZIMIYE
MUKTEDİ,BAKIRCI,M,5424127976,1994-07-23,70882519508,ANTALYA,DEMRE
AYŞIL,KULAKSIZ,F,5554396017,1980-01-20,28448167669,BURDUR,ÇELTIKÇI
ÜLKER,DÜGER,F,5524161167,1980-10-29,28216560717,ORDU,KABADÜZ
HAKAN,GÜRBOSTAN,M,5476184383,1990-03-29,51244254849,DENIZLI,BULDAN
SEDA,SARAÇ,F,5490525163,1981-03-16,87027175934,MERSIN,BOZYAZI
MUTLU,KÜTÜK,M,5456281602,1971-01-09,49477527794,DÜZCE,GÖLYAKA
TUTKU,EKİZ,F,5581084251,1979-07-25,14767592831,ADANA,YÜREGIR
ZÜLAL,SORGUN EVCİLİ,F,5307523152,2007-01-07,87978597152,IZMIR,KARSIYAKA
BESRA,DEMİR,F,5575258931,1931-12-10,85154086447,IZMIR,TORBALI
GÜLEN,BERK,F,5453794766,1983-03-03,87450479740,SINOP,DURAGAN
RÜYA,YENİN,F,5592092774,1956-06-05,74096978818,USAK,MERKEZ
KEREM,TANTEKİN,M,5536031896,1963-06-15,72004788192,KONYA,ÇELTIK
MUTLU,KÜTÜK,M,5378446249,1951-12-10,33888674002,KONYA,ÇELTIK
ENES,AKIN,M,5482620501,1946-07-01,69141803707,AFYONKARAHISAR,ÇOBANLAR
OYA,ERYAVUZ,F,5365410543,1960-01-24,70297229362,ADANA,ALADAG
ŞAHİNALP,KIYAK,M,5595847574,1941-04-25,29185779225,BALIKESIR,SINDIRGI
MÜLAYİM,KAPLAN,M,5501106832,1951-12-01,58061957973,HATAY,DÖRTYOL
ŞEBNEM,ERTÜRKLER,F,5389712069,1963-11-04,88936732434,AFYONKARAHISAR,IHSANIYE
İREM,ENGİZ,F,5452974076,1993-09-26,38632925290,AMASYA,MERKEZ
AYKAN,DÜZ,M,5578217036,1971-11-12,85602163269,EDIRNE,UZUNKÖPRÜ
SERTAP,ÇİMEN,F,5580098143,1950-08-04,70367519940,ELAZIG,AGIN
BERKAN,KÖŞKER,M,5366104308,2020-03-02,88725536934,AFYONKARAHISAR,HOCALAR
YOSUN,DEMİR,F,5531692009,1977-08-31,23796143967,KOCAELI,BASISKELE
TAYFUR,EVRENOS,M,5544690256,1979-08-18,11415161657,ZONGULDAK,GÖKÇEBEY
DİLAN,ADANIR,F,5428049474,2015-02-21,55259104038,DIYARBAKIR,ÇÜNGÜS
RÜÇHAN,BALAL,M,5425268570,1977-09-18,58814948474,KARABÜK,SAFRANBOLU
CANİB,DEMİRÖZ,M,5347978916,1946-07-17,71171352392,KAYSERI,YAHYALI
ENGİN,BOZOĞLAN,M,5385670599,1996-07-09,47745621436,KAHRAMANMARAS,EKINÖZÜ
HALİFE,ŞAHBAZ,M,5496056194,1972-01-17,67145963396,SAKARYA,GEYVE
ŞEYMA,ÖDEN,F,5368983128,1930-07-16,57862704866,ADANA,TUFANBEYLI
ŞELALE,ÖZKAN,F,5400529818,1979-05-10,89759589451,KARABÜK,ESKIPAZAR
BELEMİR,GÜMÜŞAY,F,5588766905,2009-06-06,63804049567,RIZE,HEMSIN
AMİR,ÇATAK,M,5446403930,1958-03-16,84466872903,KONYA,AKSEHIR
KEY,TUNCER,M,5412897632,1983-06-27,69238888197,ERZURUM,PAZARYOLU
NESRİN,BIÇAKÇI,F,5365705421,1987-10-05,24211381832,KONYA,GÜNEYSINIR
LEVENT,ASOĞLU,M,5480383681,2007-11-27,57404201019,DENIZLI,SARAYKÖY
ŞEHRAZAT,SARAL,F,5482924682,1991-02-24,30513966714,BOLU,SEBEN
HAKKI,DEĞİRMENCİ AKAR,M,5315243015,1934-05-21,15202137795,ÇORUM,KARGI
NÜKHET,CEYLAN,F,5466621599,1986-05-26,41721600927,ARTVIN,YUSUFELI
DEMET,BODUROĞLU,F,5325718256,1955-11-14,46615097602,ANTALYA,SERIK
ŞULE,YAĞCI,F,5410369636,1982-07-31,14794169385,AFYONKARAHISAR,ÇAY
DERİN,AYDIN BADILLIOĞLU,F,5309291383,2019-06-19,47986369282,AYDIN,KARPUZLU
TUFAN,ÇAĞIL,M,5598880363,1954-12-27,44895604835,ISTANBUL,BÜYÜKÇEKMECE
DİLAY,KORKMAZ,F,5300733333,2021-03-12,62315568383,ADANA,YÜREGIR
KAMELYA,ULUTAŞ,F,5563033769,1944-08-01,85612336762,ISPARTA,SÜTÇÜLER
ZEHRA,KARAMANLI,F,5400035376,1959-02-03,67325564977,KAYSERI,KOCASINAN
CEMALİ,AYVAZ,M,5458964242,1947-11-30,63275840486,ARTVIN,YUSUFELI
KEŞŞAF,ATASOY,M,5509082215,2013-12-18,14252527724,KAYSERI,AKKISLA
CEVAT,CİMBEK,M,5377817246,1933-04-24,59321016669,BILECIK,INHISAR
MÜKERREM,AKDENİZ,M,5479978006,1966-11-06,41259056763,ERZURUM,TORTUM
HAŞİM,IŞIKALAN,M,5425275297,2010-11-28,45805242230,MUGLA,ULA
ŞİNASİ,ÇAVDAR,M,5442983101,1959-06-08,64263786046,MERSIN,MUT
SILA,KÖSE,F,5326313009,1955-05-15,61076180724,AYDIN,MERKEZ
ADNAN,METE,M,5504006009,1974-09-15,71397595705,KAHRAMANMARAS,NURHAK
SALAHADDİN,MUMCUOĞLU,M,5389985022,1943-06-10,45793357194,BALIKESIR,BIGADIÇ
LEYLA,UYĞUN,F,5443593797,1956-06-05,49479847324,MANISA,KIRKAGAÇ
HAMDULLAH,EKİZ,M,5499456888,1982-08-17,34103901661,ANTALYA,IBRADI
DİLER,YENİDOĞAN,F,5417145644,1994-01-10,61264895928,ANTALYA,AKSU
FATMA,KARAMAN,F,5434576512,1986-03-25,49729837882,MANISA,TURGUTLU
ZERRİN,OKTAY,F,5334516292,1959-05-28,67610283703,ERZURUM,YAKUTIYE
NİHAT,GENÇ,M,5333708761,1962-06-15,20712537862,ADANA,FEKE
SELAMİ,AKYOL,M,5347915889,2010-06-15,16742292138,ISTANBUL,ATASEHIR
ARIN,ÇAY,F,5413610142,1955-02-19,52246002855,GAZIANTEP,ISLAHIYE
CANEL,BARBAROS,F,5413380182,1984-04-13,28097403802,ORDU,ÇAYBASI
EDHEM,ŞİMŞEK,M,5302631506,1991-02-02,51065404381,MANISA,KULA
TUFAN,ÇAĞIL,M,5458133049,2010-12-25,60209830729,KAHRAMANMARAS,ANDIRIN
TALHA,ÇEPNİ,M,5490369269,1990-10-12,18676484767,MERSIN,SILIFKE
CARULLAH,SELÇUK,M,5400815483,1965-05-04,66282041519,BALIKESIR,SINDIRGI
YELDA,KÖYCÜ,F,5527129709,1996-04-11,29572358668,TOKAT,NIKSAR
CANGÜL,SÜRÜM,F,5388715717,2001-10-28,62185310346,SANLIURFA,HARRAN
BEŞER,SÜL,M,5439097557,1951-12-04,80019971340,KIRIKKALE,YAHSIHAN
ULVİYE,AYTEKİN,F,5521996457,1960-04-11,50729207370,BURDUR,GÖLHISAR
CEYLİNAZ,KÜFECİLER,F,5531365076,1948-08-14,56319526489,KONYA,CIHANBEYLI
FÜRUZAN,CENGİZ,F,5444417474,1931-03-14,62086340645,GAZIANTEP,SAHINBEY
PEMBE,EREN,F,5477146216,1988-09-28,73266951853,KAYSERI,DEVELI
CİHANŞAH,SEVEN,M,5537883713,2008-07-14,38958115715,SIIRT,ERUH
RACİ,ERYILMAZ,M,5415007416,1971-12-29,54559352450,SAKARYA,FERIZLI
BATU,NUHVEREN,M,5597407508,1968-07-02,19717199873,ADANA,SEYHAN
MUSLİH,CELİLOĞLU,M,5409696837,1972-06-03,33014645027,GIRESUN,EYNESIL
TÜRKAN,İLGÜN,F,5564266935,1991-12-08,45633792358,ESKISEHIR,INÖNÜ
HALİFE,ŞAHBAZ,M,5362626543,1958-03-20,80554347992,VAN,MERKEZ
SONER,SARIKAYA,M,5309345012,1978-04-14,48761673156,KAHRAMANMARAS,NURHAK
SELDA,TAVŞAN,F,5388649921,1968-10-15,82613976589,RIZE,IYIDERE
SEVİNÇ,KILIÇ,F,5391720396,2021-07-26,34407959689,IZMIR,KARABAGLAR
SEHER,İLKAY,F,5317699087,1998-05-20,49075445317,DENIZLI,BULDAN
RİFAT,AKSUN,M,5533658794,1939-11-10,22795061015,BURSA,ORHANELI
CAN,AKDEMİR,M,5418404275,1931-05-31,25373563132,AYDIN,KARACASU
HALUK,OLGAÇ,M,5353088731,1957-06-15,32007876913,YOZGAT,YENIFAKILI
İŞILAY,GAYRETLİ AYDIN,F,5576447359,2011-11-17,32131087925,ANKARA,YENIMAHALLE
MUHAMMED,CANTÜRK,M,5550062275,1933-08-13,87666263247,ADIYAMAN,KAHTA
FERRUH,KARPUZ,M,5334774683,1973-12-18,14799093405,AGRI,TASLIÇAY
HİLMİ,KARA,M,5412846458,2023-07-28,35414607239,KASTAMONU,MERKEZ
NECLA,BUĞRUL,F,5588115092,1941-03-19,38328379283,KIRIKKALE,SULAKYURT
ŞEMSEDDİN,CANBAZ,M,5599079270,1939-05-22,42731954517,BOLU,DÖRTDIVAN
NAMDAR,YÜCEL,M,5343350777,1995-10-11,73067584102,GÜMÜSHANE,KÜRTÜN
FERİDUN,ULUBAŞOĞLU,M,5527017759,1966-07-26,55754690521,MANISA,SOMA
FALİH,ÇELİK,M,5373036942,2017-01-06,78022633021,MUS,KORKUT
CERRAH,DEMİREL,M,5528239843,1954-01-17,31580653329,YOZGAT,BOGAZLIYAN
MUTEMED,GÜRDAL,M,5342166178,1957-07-08,89005543102,MERSIN,ERDEMLI
ALPER,PEKEL,M,5305238962,1937-03-27,53084528595,AGRI,DOGUBAYAZIT
ZİVER,GÖRKEM,M,5387362663,1983-01-21,88459006274,ERZINCAN,REFAHIYE
AMİR,ÇATAK,M,5560906306,1998-07-21,75814088246,ISTANBUL,GÜNGÖREN
FERAY,YADİGAROĞLU,F,5580197858,2015-07-28,80493461135,ADIYAMAN,TUT
TÜLİN,ŞENGÜL,F,5481219229,1974-12-11,25870322115,ELAZIG,MADEN
TACİ,SÖZEN,M,5342634409,1934-07-06,43033600694,ANTALYA,MANAVGAT
PARLA,AKDUMAN,F,5335633860,1932-07-05,44453620730,SANLIURFA,SURUÇ
RÜÇHAN,BALAL,M,5376748563,1990-10-16,82160527035,AKSARAY,AGAÇÖREN
ZERRİN,OKTAY,F,5357980504,2009-05-28,61053300764,IZMIR,ALIAGA
BERİNAY,YILMAZ,F,5521059503,1966-02-21,28428795854,AYDIN,INCIRLIOVA
FATİH,İNER KÖKSAL,M,5493207188,2013-04-09,15569684863,IZMIR,MENEMEN
GÖKNUR,AKAR,F,5426631445,1991-04-21,72581480399,BALIKESIR,KEPSUT
ZEYNEL,KARAKAN,M,5347399685,1950-09-25,87712057241,SAMSUN,TEKKEKÖY
PAKİZE,UYAR,F,5495035465,2015-01-08,27077734477,USAK,ESME
CEYLA,ÇİLDİR,F,5494253335,1966-10-29,43494052816,DIYARBAKIR,KAYAPINAR
MÜREN,YILDIRIM,M,5573051991,1959-03-15,22177665763,HATAY,ISKENDERUN
ZÜLEYHA,NURÇİN,F,5343176257,2013-01-22,76314444663,BITLIS,AHLAT
ALTEMUR,TARLAN,M,5548529568,1931-07-29,51174422037,ESKISEHIR,HAN
DİLAVER,KAYA,M,5469458411,2006-10-08,75357861361,KASTAMONU,CIDE
MEMUN,TUNÇAY,M,5436178330,1996-03-23,28688715064,MUGLA,BODRUM
SUZAN,ÖZÇELİK,F,5462961072,2017-01-02,52512509811,ANTALYA,KUMLUCA
HALE,TÖNGE,F,5599633355,1944-07-19,43123139834,BOLU,MENGEN
SİYAMİ,SÜNER,M,5597273352,1942-07-29,61882133810,ÇANAKKALE,ÇAN
MUTAHHAR,DUMAN,M,5505423369,1979-05-06,85384245675,EDIRNE,HAVSA
HANSA,BOZKURTER,F,5578373526,1957-05-25,38634207414,AKSARAY,SARIYAHSI
ATAULLAH,ÖZMEN,M,5420836854,1981-03-22,85663324506,SAMSUN,ATAKUM
CEZMİ,DAM,M,5552716718,2010-01-27,14940225621,ÇANAKKALE,BOZCAADA
GÜNİZ,YİĞİT KUPLAY,F,5554336368,1991-08-30,38808552373,BALIKESIR,SAVASTEPE
İLHAMİ,BAYRAMOĞLU,M,5487870411,1984-07-01,59737901354,ANKARA,NALLIHAN
EYÜP,KÖSEOĞLU,M,5574897043,1984-03-18,62373535081,ORDU,GÖLBASI
ZÜLEYHA,NURÇİN,F,5536045209,1952-04-18,21954745010,SIVAS,IMRANLI
PEYAMİ,TAY,M,5535813349,2004-05-15,89004309215,KÜTAHYA,SAPHANE
ÖMER,BAŞTÜRK AYHAN,M,5540623187,1963-09-29,82240457589,AGRI,DOGUBAYAZIT
DÜNYA,KUŞKU,F,5328359914,1982-01-18,14023967058,KAYSERI,AKKISLA
FERAMUZ,KADI,M,5300393593,1951-10-11,49057169101,ISTANBUL,MALTEPE
GÖZDE,ARSLAN KAŞDOĞAN,F,5465141214,1959-07-31,67086203735,ADANA,SARIÇAM
İLGIN,ŞAHİN,F,5384274125,1971-03-22,77617953769,AKSARAY,ESKIL
ŞAHSÜVAR,ÇELİK,M,5485995748,1956-09-25,51133555389,YOZGAT,GÖLBASI
FİRDEVS,TUĞCUGİL,F,5456730871,2023-08-27,12671239084,ESKISEHIR,ÇIFTELER
CİLVENAZ,GÜLŞAN,F,5584555110,2012-04-13,70955910447,BURSA,INEGÖL
MUTAHHAR,DUMAN,M,5468292670,1931-11-30,57380279435,KARAMAN,SARIVELILER
SEYYİD,DÖKMECİ,M,5370176960,2007-12-26,49419989408,EDIRNE,LALAPASA
BEHCET,AHISKALI,M,5428402251,2021-08-19,53806221720,YOZGAT,SARIKAYA
ŞİHABEDDİN,KARATOPRAK,M,5421599334,1965-10-01,67984584693,DIYARBAKIR,SILVAN
NAZAN,ÇETİN,F,5379712297,1974-12-08,20204112916,ANKARA,BEYPAZARI
BERÇİN,ÇALIŞKANTÜRK,F,5563284304,2017-09-16,54906204075,DIYARBAKIR,SILVAN
BEKTAŞ,ÇELİK,M,5444773092,1999-05-15,48055753060,BITLIS,AHLAT
İZEL,ÇİPE,F,5402541494,1935-11-12,67574618559,AYDIN,KUSADASI
CEVDET,FIRAT,M,5370468398,1930-03-21,35502132880,ANTALYA,AKSU
LEMAN,DEMİRTAŞ,F,5597535418,1966-08-13,66950698814,ERZURUM,HORASAN
TURAN,MERTOL,M,5441371803,1946-08-14,11263493124,DIYARBAKIR,YENISEHIR
HÜLYA,AKGÜL,F,5401388166,1946-12-22,54142586496,GÜMÜSHANE,SIRAN
TÜLAY,ŞAHİNER,F,5375951151,1943-12-23,80008305301,TRABZON,DÜZKÖY
ŞAHİNALP,KIYAK,M,5592443873,1938-04-03,19794779706,ORDU,PERSEMBE
MUTLU,KÜTÜK,M,5342227734,1931-03-01,73681792328,AFYONKARAHISAR,BOLVADIN
OLCAY,SAYGIN,F,5308698078,1952-06-02,25718151823,ORDU,GÜRGENTEPE
İMAM,ÖZDEMİR,M,5481997649,1966-03-16,44710918467,ÇANAKKALE,ÇAN
REŞİD,ÇAKIR,M,5343208983,1946-06-15,50908332539,ANKARA,NALLIHAN
AHLEM,DEDE,F,5390867853,1952-05-09,13155032234,ISTANBUL,ZEYTINBURNU
FATMA,KARAMAN,F,5409501420,1940-10-06,34648936963,GIRESUN,MERKEZ
ÇİŞEM,KILIÇ,F,5476391943,2017-12-11,40680261545,VAN,BAHÇESARAY
FEDAİ,BÜLBÜL,M,5449162350,2010-05-20,17107233255,IZMIR,KARABAGLAR
CEYLAN,TÜRKDOĞAN,F,5407174489,1978-03-16,18292578208,DENIZLI,BEKILLI
PEMBE,EREN,F,5493559624,1967-09-09,57560470216,KONYA,GÜNEYSINIR
CANSEL,TURGUT,F,5328011111,2013-01-09,58051867060,ARTVIN,SAVSAT
NİGAR,BİNBOĞA,F,5318053589,2011-04-14,75063816782,TRABZON,MERKEZ
CEYLİN,ALMACIOĞLU,F,5460955958,1994-05-26,65497456740,ARTVIN,YUSUFELI
VEDAT,KOÇAR,M,5496704011,1949-09-09,46826002947,BURSA,IZNIK
ÖMER,BAŞTÜRK AYHAN,M,5314415580,2009-01-27,69535152428,SANLIURFA,HARRAN
FEYZA,KAPLAN,F,5494005570,1990-07-04,46880043769,DÜZCE,MERKEZ
ŞEBNEM,ERTÜRKLER,F,5593680766,1972-03-19,56728877088,ISTANBUL,BÜYÜKÇEKMECE
YELİZ,UYGUR,F,5375397254,2009-01-18,16190707051,MUS,KORKUT
HÜDAVENDİGAR,MESCİ HAFTACI,M,5506457659,2020-02-20,68193640849,KIRSEHIR,MERKEZ
SEVİL,ERCAN,F,5325931699,1963-07-18,44644236284,SIRNAK,SILOPI
ULUS,ÖCALAN,F,5515881952,1931-03-18,47034242526,MUGLA,MARMARIS
HATTAB,YÜCE,M,5487119474,1948-10-10,72057063218,AFYONKARAHISAR,ÇOBANLAR
SİBEL,BARÇAK,F,5536435994,1954-07-12,84823159118,MUGLA,KÖYCEGIZ
HASİN,TATAR,M,5399053108,1984-07-25,55845704023,IGDIR,TUZLUCA
VİLDAN,KÖYLÜ,F,5468853531,2004-09-15,66704984400,SIVAS,SARKISLA
İLHAMİ,BAYRAMOĞLU,M,5522247607,1994-10-29,55641667972,GIRESUN,ÇAMOLUK
OKAN,VEZİROĞLU BİRDANE,M,5577446811,1950-03-27,50176127224,ÇANAKKALE,BAYRAMIÇ
İHSAN,ÇİFT,M,5500358979,2006-05-19,29501564376,ISTANBUL,FATIH
İLKNUR,ELLİALTI,F,5444275217,1950-07-21,35553693584,DENIZLI,GÜNEY
ALİŞAN,GÜL,M,5511530570,1943-06-28,38295266538,DIYARBAKIR,KULP
AMARA,UZ,F,5378688521,1944-12-27,78041200190,IZMIR,KARABAGLAR
NABİ,TÜFENK,M,5330043130,1977-12-25,58255518221,KAHRAMANMARAS,TÜRKOGLU
İLGIN,ŞAHİN,F,5533631674,1950-03-31,55722696165,USAK,GÖLBASI
AÇELA,KANDEMİR,F,5327103897,2005-11-06,22649050697,ANKARA,AYAS
TÜNAY,AŞIK,F,5526684602,1994-04-05,43416956567,ISPARTA,MERKEZ
ERKAM,KARAKÖSE,M,5391830988,1960-10-14,61098448715,SAMSUN,GÖLBASI
ÖZLEM,ÜNSAL,F,5339859224,1984-01-30,51347311513,RIZE,ÇAMLIHEMSIN
CİVAN,KARACA,M,5359527892,1978-03-24,11797273443,MUS,HASKÖY
ÖMER,BAŞTÜRK AYHAN,M,5322229898,1980-01-28,18190698449,IGDIR,TUZLUCA
HASAN,SAĞLAM,M,5365173490,2017-05-30,37256294014,ANKARA,ÇANKAYA
BABACAN,KARPUZOĞLU,M,5534870920,2000-10-31,13670515128,ADANA,ÇUKUROVA
SERHAT,GÖKSEL,M,5347607408,1989-12-01,48039549412,IZMIR,KEMALPASA
ZÜLAL,SORGUN EVCİLİ,F,5313562529,1940-10-05,84363365262,ORDU,KUMRU
AHMED,EKİCİ,M,5411479566,1959-06-30,88039400008,ADIYAMAN,MERKEZ
NECAT,KIRIŞ,M,5452689170,1965-09-30,60534354148,TUNCELI,HOZAT
KİRAM,ÖZDEMİR,M,5583092610,1964-09-12,28885965698,MERSIN,ANAMUR
BELİNDA,MURT,F,5334171171,2011-10-06,89992101630,DENIZLI,BULDAN
BERCESTE,ŞEYHANLI,F,5436638653,2015-08-17,69011672736,BARTIN,KURUCASILE
GÜLPEMBE,ÇOLAK,F,5431632021,2006-02-27,30060115558,GAZIANTEP,SEHITKAMIL
AÇILAY,ERKURAN,F,5557000069,1930-11-25,62251063770,ORDU,KUMRU
FERMAN,AKŞAHİN,M,5434964431,1938-01-28,74300680708,BURDUR,KARAMANLI
HİŞAM,BAŞARAN,M,5468675258,1937-08-03,48983955761,BALIKESIR,ERDEK
CÜNEYT,ALTUN,M,5487510844,2020-01-08,20614319028,BALIKESIR,BALYA
GÜNAY,AKYOL,F,5375597336,2023-01-02,88675340986,BAYBURT,AYDINTEPE
CÜBEYR,ÖZKURT,M,5390842735,1974-05-09,84579998102,BARTIN,ULUS
NURSELİ,BUDUNOĞLU,F,5568652432,1950-11-24,79981584921,KONYA,SARAYÖNÜ
FATİH,İNER KÖKSAL,M,5512864856,1955-01-06,22151618760,ESKISEHIR,ÇIFTELER
EMRE,AKSAKAL,M,5383443196,1946-11-17,54821245911,ÇANKIRI,KIZILIRMAK
BEDRAN,ÖCAL,F,5477157866,1956-02-25,34857820768,ÇORUM,OGUZLAR
EYÜP,KÖSEOĞLU,M,5591429209,1993-12-17,61428179741,DIYARBAKIR,ERGANI
SONGÜL,ASLANALP,F,5511252745,2003-09-10,19402372247,ÇANKIRI,YAPRAKLI
MAHMUR,KESKİN,M,5559097531,1936-04-16,31443076054,DENIZLI,GÜNEY
NİGAR,BİNBOĞA,F,5406686164,1995-12-14,82448954449,ERZINCAN,ÜZÜMLÜ
VECİHİ,SU KURT,M,5530028668,1953-01-20,56832162507,DÜZCE,ÇILIMLI
HÜRREM,BOLAT,F,5547683640,1984-12-08,36310863856,IZMIR,BORNOVA
ŞABAN,SERBEST,M,5475122873,1966-06-30,55471437104,ARDAHAN,ÇILDIR
FAHRÜNİSSA,URFALI,F,5398718763,1980-08-06,10656865405,GIRESUN,ALUCRA
MÜNEVVER,GAZETECİ TEKİN,F,5454260139,2006-01-03,63104560841,YOZGAT,ÇANDIR
SERAP,EKER,F,5320138019,1964-01-22,64095851629,KONYA,SARAYÖNÜ
KERAMİ,ORHAN,M,5385448916,1992-05-03,88347544464,ERZURUM,PAZARYOLU
ABENDAM,ŞEN,F,5529025356,1941-10-19,63354586903,KASTAMONU,SENPAZAR
HAYALİ,GÜNGÖR,M,5446040773,1966-12-13,82481293277,ÇANAKKALE,ÇAN
ŞEREF,GÜRER,M,5532298964,1955-04-20,37814074402,KIRKLARELI,LÜLEBURGAZ
İLKSEN,DEMİRTAŞ,F,5475864366,2008-02-04,43522139515,SAKARYA,SERDIVAN
DAHİ,BÜYÜKTAŞ,M,5586496631,1940-06-18,41592039271,KOCAELI,KANDIRA
ELMAS,AYDOĞAN,F,5481749932,1967-02-13,89671085504,KAYSERI,FELAHIYE
ARIN,ÇAY,F,5566501263,1977-06-29,42581091246,MUS,VARTO
VEFA,BALOĞLU,M,5355328474,1944-05-22,67123756955,BURSA,INEGÖL
BEHRAM,GÖLEMEZ,M,5498872327,2005-04-03,35573427521,ANTALYA,AKSEKI
İCLAL,KANIK YÜKSEK,F,5473422887,1937-11-22,84874516900,ISTANBUL,BEYOGLU
FEDA,BAHÇECİ,M,5378489648,1933-05-24,75283757568,OSMANIYE,MERKEZ
HÜDAVENDİGAR,MESCİ HAFTACI,M,5544717022,1977-04-22,79929408865,MUGLA,MARMARIS
HİCABİ,YURDAM,M,5328087381,1975-07-17,57050072838,MANISA,AHMETLI
BADE,AKSEL,F,5469733586,1930-08-11,79556777809,GIRESUN,EYNESIL
SELVİ,GENÇ,F,5514133264,2015-09-20,43293128561,ESKISEHIR,HAN
ALİŞAN,GÜL,M,5579038670,2015-11-21,42715384835,ERZINCAN,KEMAH
HAYAT,BİÇER,F,5304070768,1997-10-30,25703710109,SANLIURFA,HALFETI
HIZIR,KURU,M,5439161205,1949-04-20,17382417550,KONYA,AKÖREN
HUD,ŞAHİN,M,5446714460,1998-05-17,17020937304,BOLU,MENGEN
SİRACEDDİN,TOPRAK,M,5483155219,1936-10-16,69970456685,SIVAS,IMRANLI
MISRA,AYDINER,F,5469125375,1935-10-07,72289418741,MALATYA,YAZIHAN
HAŞMET,ÖZDEMİR,M,5345963268,1939-04-12,50887352111,KASTAMONU,GÖLBASI
SİNAN,ÖZATEŞ,M,5389410042,1936-02-16,75942311818,KASTAMONU,ÇATALZEYTIN
CERRAH,DEMİREL,M,5467882205,1990-07-13,23866887940,ÇANKIRI,MERKEZ
CİVAN,KARACA,M,5508502089,1978-06-06,87450479232,ISTANBUL,SULTANGAZI
ESED,PAKÖZ,M,5521479158,1968-01-14,31390352894,KÜTAHYA,EMET
MUTEMED,GÜRDAL,M,5445249278,2019-01-22,89324897303,ARTVIN,ARHAVI
HACİB,VATANSEVER,M,5439491328,1953-05-17,52501397795,ÇANKIRI,ÇERKES
FEYZA,KAPLAN,F,5533681927,1988-12-04,64069079678,ELAZIG,PALU
KUMRU,ULUBA,F,5368599763,1985-08-28,51940929063,AYDIN,GERMENCIK
MÜGE,SARİ,F,5413554716,1992-05-24,13734590593,BILECIK,GÖLPAZARI
RAMİZ,BÖLÜK,M,5597039771,1935-08-26,79222673840,HATAY,ISKENDERUN
ALİCAN,KESİM,M,5371662324,2018-02-27,87890296139,ESKISEHIR,SEYITGAZI
ÇİSİL,ŞENTÜRK,F,5354409409,2016-07-23,54871098384,SANLIURFA,SURUÇ
BEHNAN,KARACAN ERŞEKERCİ,M,5488718162,1958-05-21,85712262137,KONYA,ALTINEKIN
ŞULE,YAĞCI,F,5414038194,2012-07-22,79540237182,ADIYAMAN,GÖLBASI
NESLİŞAH,YILMAZ,F,5594779228,1934-08-06,10743709693,TEKIRDAG,MURATLI
EDE,ÇOBANOĞLU,M,5584491837,1941-10-23,39524744112,ÇORUM,MECITÖZÜ
MUTTALİB,KANYILMAZ,M,5452906273,2009-07-16,56415580872,KOCAELI,IZMIT
DERVİŞ,YALÇIN,M,5364509178,2012-02-12,82427058921,KARABÜK,ESKIPAZAR
ÜLFET,KAYA,F,5360835337,1957-07-09,47387895174,SIVAS,KOYULHISAR
ŞEREF,GÜRER,M,5448019589,1963-09-07,68281002230,DÜZCE,ÇILIMLI
CANSEL,TURGUT,F,5400987672,1962-07-12,84370976303,IZMIR,BUCA
NALAN,AKTAŞ,F,5330591849,1972-02-12,66417035207,KASTAMONU,SENPAZAR
PİRAYE,UZUN,F,5575669062,2008-04-07,48233803753,BALIKESIR,SUSURLUK
